state_name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020_census
Alabama,33.30063944012015,33.589288745225694,33.76820979484795,33.943787506384794,34.05854417516066,34.121323730092776,34.38014057223014,34.58646510280473,34.840503571673615,35.286545265340656,35.64957556167141,36.02491197749503,36.24252505508077,36.46685244451899,36.565218653513355,36.65324756996592,36.893501078744535,36.94299656174002,36.94054672907884,37.14079233977022,37.126767021674,37.256379245412475,37.51817319376997,38.301306182649355
Alaska,0.4148272901776985,0.4192805495167979,0.4228575238860776,0.42513707337107476,0.4289944781735279,0.43380347074636333,0.43846878351341345,0.4459265538214003,0.45139110039358493,0.45643628856939295,0.46055954282713996,0.46494744758459844,0.47350110795133543,0.4827362832241621,0.4883713372482075,0.4948148763864615,0.4990193294374043,0.4986332596503407,0.49855584379205564,0.5021960928392174,0.5011386295775305,0.4987841203340025,0.49695448705067075,0.5019324398935904
Arizona,16.13946769111544,16.60514643771222,17.075310961329947,17.53130293636793,17.922744982274384,18.300537855999348,18.756496898442254,19.22787949980796,19.803564514100614,20.454863657220937,20.967124164278893,21.39472727705323,21.565070154687007,21.819177786388497,21.991994327123418,22.23297164921297,22.501164146332343,22.8082432708943,23.23035269045264,23.585201229066612,24.031761650810484,24.41548333996132,24.756258576444477,24.285808053312948
Arkansas,19.31813393831017,19.517810085255732,19.68102403336029,19.868257822528587,19.977398527873206,20.093080870513685,20.242264099843435,20.429498668111094,20.584499246870617,20.944619191072263,21.190433075364876,21.361596834630596,21.524982347834477,21.701840611110697,21.87116110290789,21.961856994457264,22.003012257829948,22.036102618515855,22.14755759770277,22.152962603230666,22.25998174681497,22.35470507008184,22.4670513463579,22.355298669106833
California,80.17682741544517,81.70115043151097,83.0203360134435,84.22573951708446,85.46915928479723,86.61313357259348,87.59008848329228,88.46076023754169,88.59016440046993,89.63242592932242,89.89672059107829,90.64314854287598,91.77972865123704,92.06682429250546,93.33956432512281,93.94143226442874,95.24612093708019,95.12022767717727,96.77257672269782,97.32335976265658,97.0982045079387,97.67017148904739,97.561225382064407,97.95404615461837
Colorado,14.999962843337766,15.371979350373095,15.744699926610563,16.119312139805015,16.4866271853847,16.727561563306775,16.866022121141,17.074530635433312,17.223004816880312,17.55458617670835,17.870892143604873,18.233633082617132,18.4880507728243,18.803224743043838,19.038401816481702,19.30409744776125,19.60599611445772,19.983391821361916,20.36674552492074,20.58257056748289,20.937422149453678,21.24393846463337,21.48520698801554,21.50587454005614
Connecticut,267.6720504704194,267.3370416201563,269.9482370435337,272.34907311433585,273.6305600382714,274.93827635145914,278.7382362462127,278.439443469941,280.01913570403445,281.1243875777388,280.4611593047361,283.5754882793813,284.1936243023441,284.53416129803855,284.7575004783926,287.8748457981183,287.3677776271727,287.69314487322595,286.561904480944,286.19627523520967,284.5177047520332,283.9981471854569,283.3198898102376,287.53006768365907
Delaware,148.6031305726174,151.4069631464236,153.56593203883497,155.93291103625916,157.799906280959,159.91808975629087,162.02377451951654,164.4541311670299,167.35886546463246,169.83214919754312,172.8648662571825,175.4004164850406,175.9579356053101,179.0069894987121,180.00727798692293,181.93758549633444,182.49507271646522,184.74983792351892,186.0886049138102,187.70921755498316,189.88177788785416,191.30517951258173,193.86115831186845,196.13975343534148
Florida,109.66302987320628,111.28741955690597,113.49783989862263,115.53982640563912,117.7868534852074,119.76990474270451,122.4016646626394,125.07737671632333,128.22092190053783,130.45771828896875,132.01893834556148,133.11808945401657,134.82183357693665,135.97107994268723,137.15596369710627,138.51035834887355,140.8984679631643,143.38656540928957,146.09429457040616,148.28477532094436,150.57046879837566,152.8441839769021,154.30668572292583,154.98129336406706
Georgia,51.69865796628603,52.90447045831404,54.01470881920528,55.24925589591767,56.23962039890171,57.06268167750858,57.80859908431179,58.84169469451326,59.90290565189079,61.39273222833128,62.92830492954437,63.665280271752636,64.7491619438906,65.34236489906618,65.89699796588323,66.47532476721781,67.08562082855015,67.634919205956,68.40010465967146,69.33835102276466,69.99557321142059,70.56378674668868,71.59058868547721,71.66050834173106
Hawaii,72.99583492636009,72.99583492636009,72.71371451758341,72.85391175232944,73.68219567177637,74.32303192064924,75.14277126540426,76.85056152690112,77.67567363991584,78.79377595431319,79.27149498046288,80.0140957619477,80.72480571085062,81.75533513675984,83.11093092876465,84.15990381725278,84.49620715359183,85.37961256387135,85.63032353471596,85.63032353471596,85.75734457469191,85.33696543432521,84.9890654042681,87.49068529222122
Idaho,5.756466429956317,5.839893480342918,5.9598912938868,6.071942227101778,6.168511214931439,6.257028727604009,6.390826826134692,6.491067443761826,6.65011293419608,6.834838295685486,7.051130645425028,7.169770211871336,7.246235174846411,7.393418542829778,7.4010531243430115,7.4561872316568945,7.509993861103974,7.620210521152095,7.7150886355672865,7.843673447172323,8.01511985797379,8.143704669578826,8.38441849611063,8.610071853559282
Illinois,84.8065941318423,85.29995702155182,85.95704790914716,86.47952869750266,86.82830367264053,86.93051817543274,87.45966048416821,87.50085595265416,87.6116232361798,87.95323012942215,88.37936012184181,88.65082736989979,88.76680325189682,89.1467687578672,89.67365894028221,89.58956931144075,89.75455933181726,89.46284193250018,89.67138629835945,89.07695075560007,88.98229440932451,88.74200440911588,87.85921686034787,89.11231317495435
Indiana,64.1917054068909,64.69228292146698,65.1547995128733,65.6488016683012,66.04797779909256,66.34054492450613,66.75143012641585,67.21016107512744,67.66909189666879,68.2071905613812,68.74067376520924,69.17072657319294,69.55246531377642,70.05140695556585,70.21875383935595,70.42986837879491,70.9376848764401,71.08767037041028,71.28906431796872,71.50671411481964,71.80677438058392,72.30619855801874,72.43718593798835,73.12769547372771
Iowa,19.957002073699275,20.061351353780008,20.17171995382563,20.24489391645757,20.270643558744446,20.248761172054827,20.350108530507573,20.405404889782883,20.506581693382827,20.585073360567918,20.736992721315556,20.875701705272032,20.93308721287905,21.0872797627688,21.17356099095176,21.232593803786575,21.412634088851103,21.510761109843852,21.573161783104883,21.67425792671547,21.70415012891497,21.73954453269187,21.809109353074952,22.046417167633855
Kansas,12.453304480670967,12.587243877329355,12.64846271144819,12.72077261822681,12.762015475504594,12.822910032396083,12.876467972269708,12.919303937587955,12.977890859204548,13.040431991839586,13.136423118335426,13.265339799956553,13.398610189181786,13.498057732085343,13.572276037288551,13.631208298308415,13.677501062553716,13.718553973006413,13.720663623827651,13.750049146651303,13.725379171113651,13.751981247107492,13.736004259659794,13.861057378599918
Kentucky,38.626330980062384,38.94727231125757,39.29256814870587,39.591619366572466,39.77354157173728,39.98464039933899,40.256496523873324,40.501922899412335,40.864234372097116,41.27100764650089,41.66221130547869,41.96785945887806,42.236910764747876,42.47377015517899,42.729880970773166,42.962676862001196,43.091651067283344,43.17138468157506,43.22791286704671,43.35200729448807,43.591071263041584,43.663813521203885,43.736305400463486,44.05422414758358
Louisiana,39.49276731487605,39.67213363062789,39.869545344867646,39.96428693095498,40.020832106025125,40.18573430266851,40.395533182005046,40.65518718833223,40.91432637759387,38.47546755974191,39.128298789969435,39.65179468801944,40.121889265223686,40.5942082432215,40.92383379506336,41.154803365565066,41.29677827128277,41.51893051707805,41.67470895815833,41.829997578151534,41.74782020232712,41.62625549160843,41.6690148706858,41.62178232348388
Maine,15.72813059098932,15.79106828737028,15.857568656660364,15.953297259742374,16.101134121152185,16.260193570597,16.370095114104377,16.485859206589637,16.524166593643205,16.58675813377064,16.55902770301566,16.632716961055547,16.6003649963071,16.6287972284466,16.658979144498833,16.549627555299626,16.691077363143595,16.556471902657638,16.591725711352854,16.760048758809756,16.763647271634767,16.84281442860183,16.847068750547674,17.065702956382072
Maryland,205.3583870416037,207.0431728581656,209.00004550155117,211.24935939861587,213.80599013602736,216.9744815050513,217.96197597645374,221.14390263304432,222.42086003500117,223.76498611884494,224.6234195370297,226.49974103094425,227.18956328056638,230.88370252963168,231.3814057751969,234.1417728502108,235.58495437912657,236.43482793731604,238.2620561212314,238.25069644419696,240.39281059581575,240.59420921167768,240.76014195370294,245.59940385870217
Massachusetts,307.8397238887239,311.6253116028116,312.8031296901297,314.8264354024354,316.8235018315018,318.4886905751906,318.000317988318,318.10496926046926,316.5003165033165,318.63057073557076,318.95596411246413,319.0465375210375,322.66698935748934,324.64897331947327,327.46186590436594,329.12266953766954,332.5003324918325,334.6409596574597,336.9033981288981,337.5482098802099,340.7077874962875,341.1777605187605,340.5818623403623,347.9550114093105
Michigan,66.86117613275515,67.26885965786869,67.5765653088401,67.97530777478062,68.235686673268,68.21742062348483,68.69354853689352,68.61660354423464,68.68713804759791,68.40413685252842,68.28968484310445,68.09568005599755,67.79602446819408,67.28542476866869,67.66508406460204,67.59373901048247,67.87580796257726,67.87580796257726,67.67260937617374,68.0693955338546,68.1583585276744,68.16476468740396,68.37558384266056,68.72613407773775
Minnesota,23.038594093060244,23.305222870359596,23.62949442860468,23.91542872590093,24.155452582528415,24.319523245665074,24.460580584002482,24.685349950541138,24.80496668315295,25.027436736296984,25.274619035843127,25.386953014081225,25.546818287171728,25.75807211296016,25.91755518057333,26.02146915609605,26.207193379300982,26.42103861670352,26.564876483765854,26.77184976628263,26.99422577970441,27.199791768493736,27.397817739245124,27.683504569515716
Mississippi,22.842891138886372,23.05568289572208,23.272645711793697,23.455008829023047,23.477382420946096,23.52031571368622,23.546314462976525,23.71064952152126,23.937027663723658,23.89109586854383,24.120022644428172,24.198838905299883,24.36395331232361,24.492808534448,24.476218322897036,24.603185615192828,24.598899013420446,24.60277624638981,24.60478315820655,24.64550039084678,24.64432535731624,24.529807826809623,24.48914660457003,24.363028428681194
Missouri,30.769831891709728,31.045979330487533,31.24090192091665,31.488399741631092,31.68936929341721,31.83602059087846,32.12487191080656,32.244948820489775,32.46461469332734,32.80620269040665,33.001115884071,33.196227870141534,33.42198635138171,33.72492678611548,33.700292069197936,33.88401640080881,33.877395708829475,34.083249932599415,34.166068462143336,34.27636544035048,34.278483352055716,34.36108211076163,34.40605734666367,34.55611797728949
Montana,2.3606648733824627,2.365401995426595,2.3821391280818753,2.3999611844164663,2.405824348342804,2.418717817711069,2.439682487890026,2.4617865991797583,2.4930644892588645,2.5264640786073924,2.558525806314695,2.5901230177047023,2.605556650272441,2.6302423480350803,2.6527872835988773,2.670125763339541,2.686260941421151,2.7195240713918114,2.7283413527092915,2.7592536621728447,2.796181190677044,2.8242259166706463,2.837252624933017,2.857153888625053
Nebraska,8.459032697739405,8.521978620322253,8.57073534230603,8.62094283675254,8.6435397539377,8.697680325067598,8.730044091187795,8.795118960266166,8.840532657533146,8.905686170052368,8.96599555720848,9.007748208308623,9.108026857780413,9.204729421934523,9.240385633298823,9.31518617005237,9.368618502919979,9.470968739634325,9.50772987928071,9.57668746167841,9.629398815925699,9.682021711379376,9.724214721521404,9.845597859451196
Nevada,6.219906725236695,6.522464777091569,6.8056956902494266,7.096278698845012,7.379966574286398,7.6385176483828765,7.895340513906279,8.252118871600805,8.570590731961229,8.888456898977251,9.1311329431791,9.363482344583094,9.450483343415442,9.516629689939927,9.521062901819,9.659049322622849,9.764021552269883,9.916029303771648,10.104857448335045,10.268657868266674,10.472890065135124,10.628060893603253,10.863669544757537,10.926683114606622
New Hampshire,51.19465045068357,51.942017596066755,52.725561047138484,53.56517074222625,54.14911614266615,54.917897744425765,55.22438456893949,55.81220714193297,56.01330435157631,56.53214348557381,56.71576715400871,56.7948164057446,56.72940074179497,57.050702807607706,57.03974835036874,57.114949066287146,56.9759312114547,57.5034861344719,57.88179855091215,57.782629275024796,58.22227972570837,58.32496450597318,58.771945400439904,59.38246865818016
New Jersey,430.6512510631595,434.7572803066099,438.98633973854146,442.6057243135401,445.7317710925605,447.3736945975744,450.27505061164493,453.45651813933955,454.0876055546805,455.1380314485221,454.78299238725265,458.22917813828946,460.94017740326564,462.01501548800337,463.2503497663673,464.07758250643155,466.47533742846645,466.73127043628915,465.335636215677,465.8974946185751,465.4838782485431,467.62112988922144,468.3338049036594,487.6466704504651
New Mexico,5.6386011344501705,5.70688360108352,5.755918665906971,5.800989027918805,5.831820404187662,5.908395029936879,5.9837794315653445,6.047854444058938,6.149134303748715,6.242146418556091,6.323292792549044,6.411312661342433,6.489886580447606,6.57348970750666,6.637313940941109,6.6355002212241505,6.663415299798511,6.655533599014517,6.641243671238633,6.666711020782338,6.66163847199366,6.671389545487823,6.680372312285739,6.756782844721409
New York,153.48521551406313,154.0719136141311,154.65026004243919,155.64297197211138,156.31138795808513,156.28330779881534,157.21498308167497,157.56689792474006,156.1078352736836,157.1250958158893,157.47686613631336,157.32010617989954,158.48697280778654,159.54582047731796,159.57935866029806,159.9519553159589,161.09514980705734,160.39864800871726,160.54389031354205,160.27936447725244,159.8096164087271,159.3972943788558,159.14931024029755,165.52187460183245
North Carolina,60.757128605463784,62.00518033672173,63.13330611499365,64.1780560117535,65.18576180114357,66.11907787484117,66.79978217121983,67.77391128494283,69.18570844186785,70.66553043996188,72.55475440756037,73.95568614993647,74.90965782242694,75.90884337674714,76.8649310435197,77.24398427573063,78.29872141041932,78.98787997141041,79.92785999047013,80.64224539390088,81.5018413278272,82.19504447268106,83.21658576874206,82.89607295781065
North Dakota,3.6386860573775532,3.6263820861614566,3.603485168792072,3.590888630246599,3.575728371504831,3.5721157847026763,3.573444617287128,3.612640279557498,3.6122801730167704,3.6336156643967072,3.6523177644353173,3.679882424696857,3.720876929791675,3.773296003044021,3.83639541494368,3.9314996278908403,4.041285774238855,4.137414574368674,4.22959232503875,4.225583114637599,4.233924805971653,4.254110882933899,4.279008466182831,4.362951208305824
Ohio,106.42575314894785,107.10469351501006,107.09374623212919,107.37550850900982,107.60199330996231,107.96744710807056,107.92827041737142,108.29930264861238,108.40671120392332,108.52269680333369,108.62582760868948,108.74803362027421,108.89301098942633,109.15157348174885,108.8974647780854,109.1738884426764,109.36136654414196,109.62033185610748,109.65232214232394,110.22283806896029,110.11546069602849,110.32871566394844,110.63445114288145,111.50622203174531
Oklahoma,19.006598722278508,19.177178565799842,19.34561389733198,19.44822928064843,19.515876978498255,19.652194838455475,19.728979539569963,19.829833378363166,19.96322563886075,20.200471625576945,20.457905521783182,20.66943120567376,20.901084729258134,21.192865895530787,21.337274242935944,21.508318602949455,21.713823612518294,21.866252189575594,22.05318445345041,22.078402454125857,22.089213936733085,22.15323073286052,22.318279308792075,22.278078293738588
Oregon,13.24807722197194,13.494492172416011,13.648320894741923,13.784431317576265,13.944537380132578,14.168982989284336,14.293874006468014,14.360661921579354,14.50179864686575,14.73659883833183,15.023823589747714,15.164079611275584,15.337736967434676,15.406538321373407,15.502987301293603,15.70446373004891,15.84580519934998,16.004904781825203,16.217961183871797,16.483082149407903,16.603084269210967,16.767043108025486,16.983452752928304,17.02709276869795
Pennsylvania,105.72916122295764,105.89896188396916,105.82592727147208,106.01173675172372,106.12351967070235,106.16887222457133,106.91934563309545,107.08118438424964,107.52376957793636,108.10276511653996,108.29500056091058,108.83520041766263,109.11289749143533,109.94963480406962,109.93671133816004,110.07066739728864,110.41198268943677,110.36772943399808,110.42778750981594,110.65928056746891,110.58978616363055,110.47630437596541,110.36540027441471,112.20120541005952
Rhode Island,384.72853995519046,384.55965123226287,388.491429424944,393.0663103061987,394.6041019417476,397.1756400298731,401.07321657953696,402.7002886482449,398.30719454817023,396.0440855115758,394.7508801344287,391.898786407767,390.8622001493652,394.95605227781925,394.95605227781925,396.0440855115758,396.9969734876774,392.083644510829,395.37846489917854,393.93019230769227,397.2478666915609,398.54656161314415,396.27501493651977,409.8085320792745
South Carolina,49.64055723955457,50.43479161796627,51.06455506890838,51.678750812386816,52.21389715760946,52.79618742052738,53.44161758094968,53.94505311018919,54.71075670781047,55.88732563545988,57.12731281708774,58.13275192982006,58.910466354984145,59.63809603503859,59.93894790449157,60.5621828865741,61.33694085310248,61.90008398731006,62.85026822251051,63.604490219248106,64.68231787764749,65.1880044954211,66.02798388070437,65.7145394383762
South Dakota,3.80540367201426,3.7900995518207283,3.8182902622867334,3.8427118512859693,3.860458991596639,3.8830198064680417,3.9045921415839064,3.9264055054749174,3.9381503132161955,3.990963743315508,4.045254463967406,4.058016012223071,4.113533526865292,4.156945332314744,4.200961329258976,4.239379857397505,4.309416073338427,4.333225001273236,4.352154087089381,4.4079301044053985,4.45632798573975,4.459924700789407,4.527063351158645,4.517391959042313
Tennessee,51.56207472986386,52.16180317983483,52.794679891009196,53.39294403453248,53.84842561658458,54.290952433566176,54.73692759227701,55.39690883724415,56.137072819715726,57.10398648851102,57.838475374070676,58.52169516283077,58.89738999794004,59.50159331635424,59.869467536845264,60.58716675405907,60.737716689451105,61.13094271428304,61.611640667428226,62.46420936721662,62.89669637071855,63.64446383827413,63.94904052510346,64.71067455858903
Texas,29.1782746934245,29.75508225845309,30.386047662754383,30.953955485399515,31.51457785916667,32.025048707705,32.520989451467436,33.1439255557674,33.680791782874934,34.58641981001704,35.23763892891823,35.86322444859272,36.65828786246262,37.277262909278484,37.83815895073361,38.61292043743081,39.196971402051766,39.9303068637145,40.51222066046199,41.30870999590592,41.81815054087649,42.34272245845693,42.787036316098295,43.08896945548052
Utah,9.968742202257328,10.199552970143504,10.3507309954985,10.549427849148097,10.732949557838154,10.934871796558562,11.092082417840597,11.277241586707891,11.533542533996185,11.885328144235919,12.213556682235525,12.518312064768958,12.798961422436072,13.018460708210771,13.234754043360994,13.400425960210132,13.645134015919707,13.821394059712993,14.030370988356246,14.31566937007208,14.591167842945616,14.823178373069947,15.051006023926547,15.328244510596567
Vermont,24.981369653554523,25.376784843533997,25.345338988731093,25.61730932931172,25.630679276109085,26.02987822043484,25.988453353441415,26.090529010095935,25.89677089355285,26.231336098194465,25.933040886431236,26.01703456076411,26.23529077122869,26.293811486741234,26.126090821498888,26.483344141426837,26.239940764944915,26.293811486741234,26.075530141175488,26.01703456076411,26.126090821498888,26.293811486741234,26.182397050814796,26.94991100351739
Virginia,66.80059579190254,67.53495250246874,68.42823550288915,69.48277008965673,70.36190775232453,71.1230090634441,72.22308354598695,73.01436518737962,73.98636535359164,75.1620567271874,75.96571114304989,76.64257740103051,77.26889268569306,78.70980076066446,78.91029577919221,80.33581348077318,80.81448782252467,81.40069217532437,81.55227633238495,82.17307710282657,82.5976006804916,83.44707829564231,83.53620977913354,84.40187027749143
Washington,32.99212422219511,33.50660466305288,33.95204848389776,34.32217389131937,34.78534063642015,35.195714825208135,35.46870891650544,35.78181466892092,36.232028259518124,36.972306160272836,37.558706063827934,38.028657760038115,38.850774882494086,39.12377456294773,39.63410302174658,40.254541503262274,40.450293988461475,40.895165269377586,41.55486002126435,42.32190327622168,42.95007154352512,43.54683733347277,44.071750277424336,44.74920752589779
West Virginia,29.232195618304182,29.16442652467916,29.10241651809377,29.01882977561477,28.92626611413611,29.019051189386275,29.098073435166,29.149437270113562,29.242919433334936,29.361626078157375,29.455272314042947,29.52985406126022,29.655334570102315,29.812373488170383,29.838015531890974,29.824681395460896,29.815756966864228,29.71457941823672,29.613186446939398,29.415752726513436,29.22692749642622,28.970007950657735,28.817000706725132,28.80320001235526
Wisconsin,37.50109848290415,37.73628851199133,38.01524011178601,38.31150629509225,38.55526177745458,38.79448174209371,39.007489883651296,39.411734166025035,39.567114381042,39.73089352525166,39.95407416516954,40.14469474862406,40.42681320757408,40.56274540165968,40.70281408446688,40.757557903441985,40.80163574015456,40.992956340719196,41.16809588787179,41.05737691419283,41.34941683063849,41.46413974677047,41.46313428579576,42.0078842003251
Wyoming,1.9455140215532667,1.953211965642025,1.9565546188412135,1.9652518511154413,1.968227939714479,1.9883087445818586,2.000716288225236,2.0228607149958244,2.0428268859108445,2.080225692925598,2.126805829721239,2.1708261184236686,2.2281571758062593,2.246908760488329,2.255864802958603,2.292483894699169,2.316051942577644,2.3170565196643738,2.3299925160058854,2.328239273074323,2.3059240823955145,2.30016496599992,2.3063600946434963,2.278001073363218
